masa;tithi;paksha;date;end;sunrise;sunset
madhusudan;navami;G;2024-05-17;9:22;4:59;
madhusudan;dashami;G;2024-05-18;11:23;4:59;
madhusudan;ekadashi;G;2024-05-19;13:24;4:58;
madhusudan;dvadashi;G;2024-05-20;15:17;4:58;18:10
madhusudan;trayodashi;G;2024-05-21;16:52;4:57;
madhusudan;chaturdashi;G;2024-05-22;18:04;4:57;
madhusudan;purnima;G;2024-05-23;18:48;4:57;
trivikram;pratipad;K;2024-05-24;19:00;4:57;
trivikram;dvitiya;K;2024-05-25;18:42;4:57;
trivikram;tritiya;K;2024-05-26;17:55;4:56;
trivikram;chaturti;K;2024-05-27;16:42;4:56;
trivikram;panchami;K;2024-05-28;15:05;4:56;
trivikram;shashthi;K;2024-05-29;13:09;4:56;
trivikram;saptami;K;2024-05-30;10:58;4:56;
trivikram;ashtami;K;2024-05-31;9:01;4:56;
trivikram;navami;K;2024-06-01;6:09;4:56;
trivikram;dashami;K;2024-06-02;3:41;4:56;
trivikram;ekadashi;K;2024-06-03;1:17;4:56;
trivikram;dvadashi;K;2024-06-03;23:02;4:56;18:15
trivikram;trayodashi;K;2024-06-04;21:00;4:56;18:16
trivikram;chaturdashi;K;2024-06-05;19:15;4:56;
trivikram;amavasya;K;2024-06-06;17:53;4:56;
trivikram;pratipad;G;2024-06-07;16:55;4:56;
trivikram;dvitiya;G;2024-06-08;16:25;4:56;
trivikram;tritiya;G;2024-06-09;16:27;4:56;
trivikram;chaturti;G;2024-06-10;16:58;4:56;
trivikram;panchami;G;2024-06-11;18:00;4:56;
trivikram;shashthi;G;2024-06-12;19:26;4:56;
trivikram;saptami;G;2024-06-13;21:13;4:56;
trivikram;ashtami;G;2024-06-14;23:11;4:56;
trivikram;navami;G;2024-06-16;1:12;4:55;
trivikram;dashami;G;2024-06-17;3:05;4:55;
trivikram;ekadashi;G;2024-06-18;4:40;4:55;
trivikram;dvadashi;G;2024-06-19;5:52;4:55;18:22
trivikram;trayodashi;G;2024-06-20;6:37;4:55;18:22
trivikram;chaturdashi;G;2024-06-21;6:50;4:55;18:23
trivikram;purnima;G;2024-06-22;6:33;4:55;
vaman;pratipad;K;2024-06-23;5:46;4:55;
vaman;dvitiya;K;2024-06-24;4:33;4:56;
vaman;tritiya;K;2024-06-25;2:57;4:56;
vaman;chaturti;K;2024-06-26;1:02;4:57;
vaman;panchami;K;2024-06-26;22:52;4:57;
vaman;shashthi;K;2024-06-27;20:31;4:57;
vaman;saptami;K;2024-06-28;18:04;4:58;
vaman;ashtami;K;2024-06-29;15:35;4:58;
vaman;navami;K;2024-06-30;13:10;4:59;
vaman;dashami;K;2024-07-01;10:34;4:59;
vaman;ekadashi;K;2024-07-02;8:50;4:59;
vaman;dvadashi;K;2024-07-03;7:03;5:00;18:23
vaman;trayodashi;K;2024-07-04;5:38;5:00;18:23
vaman;chaturdashi;K;2024-07-05;4:38;5:01;
vaman;amavasya;K;2024-07-06;4:06;5:01;
vaman;pratipad;G;2024-07-07;4:04;5:01;
vaman;dvitiya;G;2024-07-08;4:33;5:02;
vaman;tritiya;G;2024-07-09;5:32;5:02;
vaman;chaturti;G;2024-07-10;6:57;5:02;
vaman;panchami;G;2024-07-11;8:42;5:03;
vaman;shashthi;G;2024-07-12;10:39;5:03;
vaman;saptami;G;2024-07-13;12:41;5:03;
vaman;ashtami;G;2024-07-14;14:34;5:04;
vaman;navami;G;2024-07-15;16:11;5:04;
vaman;dashami;G;2024-07-16;17:25;5:04;
vaman;ekadashi;G;2024-07-17;18:12;5:05;
vaman;dvadashi;G;2024-07-18;18:27;5:05;18:22
vaman;trayodashi;G;2024-07-19;18:12;5:05;
vaman;chaturdashi;G;2024-07-20;18:40;5:06;
vaman;purnima;G;2024-07-21;16:16;5:06;
shridhar;pratipad;K;2024-07-22;14:41;5:06;
shridhar;dvitiya;K;2024-07-23;12:47;5:07;
shridhar;tritiya;K;2024-07-24;10:37;5:07;
shridhar;chaturti;K;2024-07-25;8:17;5:07;
shridhar;panchami;K;2024-07-26;5:50;5:08;
shridhar;shashthi;K;2024-07-27;3:21;5:08;
shridhar;saptami;K;2024-07-28;0:56;5:08;
shridhar;ashtami;K;2024-07-28;22:39;5:09;
shridhar;navami;K;2024-07-29;20:35;5:09;
shridhar;dashami;K;2024-07-30;18:47;5:10;
shridhar;ekadashi;K;2024-07-31;17:22;5:10;
shridhar;dvadashi;K;2024-08-01;16:19;5:11;18:17
shridhar;trayodashi;K;2024-08-02;15:46;5:11;
shridhar;chaturdashi;K;2024-08-03;15:42;5:12;
shridhar;amavasya;K;2024-08-04;16:09;5:12;
shridhar;pratipad;G;2024-08-05;17:07;5:12;
shridhar;dvitiya;G;2024-08-06;18:30;5:13;
shridhar;tritiya;G;2024-08-07;20:14;5:13;
shridhar;chaturti;G;2024-08-08;22:12;5:14;
shridhar;panchami;G;2024-08-10;0:14;5:14;
shridhar;shashthi;G;2024-08-11;2:09;5:15;
shridhar;saptami;G;2024-08-12;3:49;5:15;
shridhar;ashtami;G;2024-08-13;5:05;5:16;
shridhar;navami;G;2024-08-14;5:55;5:16;
shridhar;dashami;G;2024-08-15;6:13;5:16;
shridhar;ekadashi;G;2024-08-16;6:05;5:16;18:07
shridhar;dvadashi;G;2024-08-17;5:19;5:17;18:06
shridhar;trayodashi;G;2024-08-18;4:10;5:17;
shridhar;chaturdashi;G;2024-08-19;2:37;5:17;
shridhar;purnima;G;2024-08-20;0:44;5:18;
hrishikesh;pratipad;K;2024-08-20;22:36;5:18;
hrishikesh;dvitiya;K;2024-08-21;20:16;5:18;
hrishikesh;tritiya;K;2024-08-22;17:50;5:18;
hrishikesh;chaturti;K;2024-08-23;15:22;5:18;
hrishikesh;panchami;K;2024-08-24;12:57;5:19;
hrishikesh;shashthi;K;2024-08-25;10:41;5:19;
hrishikesh;saptami;K;2024-08-26;8:37;5:19;
hrishikesh;ashtami;K;2024-08-27;6:49;5:20;
hrishikesh;navami;K;2024-08-28;5:23;5:20;
hrishikesh;dashami;K;2024-08-29;4:20;5:21;
hrishikesh;ekadashi;K;2024-08-30;3:46;5:21;17:56
hrishikesh;dvadashi;K;2024-08-31;3:43;5:21;17:55
hrishikesh;trayodashi;K;2024-09-01;4:10;5:22;
hrishikesh;chaturdashi;K;2024-09-02;5:07;5:22;
hrishikesh;amavasya;K;2024-09-03;6:31;5:22;
hrishikesh;pratipad;G;2024-09-04;8:16;5:23;
hrishikesh;dvitiya;G;2024-09-05;10:14;5:23;
hrishikesh;tritiya;G;2024-09-06;12:18;5:23;
hrishikesh;chaturti;G;2024-09-07;14:14;5:24;
hrishikesh;panchami;G;2024-09-08;15:55;5:24;
hrishikesh;shashthi;G;2024-09-09;17:14;5:24;
hrishikesh;saptami;G;2024-09-10;18:27;5:25;
hrishikesh;ashtami;G;2024-09-11;18:28;5:25;
hrishikesh;navami;G;2024-09-12;18:18;5:25;
hrishikesh;dashami;G;2024-09-13;17:39;5:26;
hrishikesh;ekadashi;G;2024-09-14;16:33;5:26;17:41
hrishikesh;dvadashi;G;2024-09-15;15:02;5:26;
hrishikesh;trayodashi;G;2024-09-16;13:11;5:26;
hrishikesh;chaturdashi;G;2024-09-17;11:05;5:27;
hrishikesh;purnima;G;2024-09-18;8:48;5:27;
padmanabha;pratipad;K;2024-09-19;6:23;5:27;
padmanabha;dvitiya;K;2024-09-20;3:56;5:28;
padmanabha;tritiya;K;2024-09-21;1:33;5:28;
padmanabha;chaturti;K;2024-09-21;23:17;5:28;
padmanabha;panchami;K;2024-09-22;21:13;5:28;
padmanabha;shashthi;K;2024-09-23;19:27;5:29;
padmanabha;saptami;K;2024-09-24;18:02;5:29;
padmanabha;ashtami;K;2024-09-25;16:40;5:29;
padmanabha;navami;K;2024-09-26;16:29;5:30;
padmanabha;dashami;K;2024-09-27;16:27;5:30;
padmanabha;ekadashi;K;2024-09-28;16:55;5:30;
padmanabha;dvadashi;K;2024-09-29;17:54;5:31;17:25
padmanabha;trayodashi;K;2024-09-30;19:19;5:31;17:24
padmanabha;chaturdashi;K;2024-10-01;21:06;5:31;
padmanabha;amavasya;K;2024-10-02;23:07;5:32;
padmanabha;pratipad;G;2024-10-04;1:12;5:33;
padmanabha;dvitiya;G;2024-10-05;3:11;5:33;
padmanabha;tritiya;G;2024-10-06;4:54;5:33;
padmanabha;chaturti;G;2024-10-07;6:15;5:34;
padmanabha;panchami;G;2024-10-08;7:09;5:34;
padmanabha;shashthi;G;2024-10-09;7:32;5:35;
padmanabha;saptami;G;2024-10-10;7:25;5:35;
padmanabha;ashtami;G;2024-10-11;6:48;5:35;
padmanabha;navami;G;2024-10-12;5:44;5:36;
padmanabha;dashami;G;2024-10-13;4:14;5:36;
padmanabha;ekadashi;G;2024-10-14;2:26;5:37;
padmanabha;dvadashi;G;2024-10-15;0:22;5:37;17:10
padmanabha;trayodashi;G;2024-10-15;22:06;5:37;
padmanabha;chaturdashi;G;2024-10-16;19:44;5:38;
padmanabha;purnima;G;2024-10-17;17:19;5:38;
damodar;pratipad;K;2024-10-18;14:57;5:39;
damodar;dvitiya;K;2024-10-19;12:44;5:39;
damodar;tritiya;K;2024-10-20;10:42;5:40;
damodar;chaturti;K;2024-10-21;8:57;5:40;
damodar;panchami;K;2024-10-22;7:34;5:41;
damodar;shashthi;K;2024-10-23;6:36;5:41;
damodar;saptami;K;2024-10-24;6:06;5:42;
damodar;ashtami;K;2024-10-25;6:07;5:42;
damodar;navami;K;2024-10-26;6:38;5:43;
damodar;dashami;K;2024-10-27;7:40;5:43;
damodar;ekadashi;K;2024-10-28;9:08;5:44;16:59
damodar;dvadashi;K;2024-10-29;10:57;5:44;16:58
damodar;trayodashi;K;2024-10-30;13:01;5:45;
damodar;chaturdashi;K;2024-10-31;15:09;5:45;
damodar;amavasya;K;2024-11-01;17:09;5:46;
damodar;pratipad;G;2024-11-02;18:55;5:46;
damodar;dvitiya;G;2024-11-03;20:16;5:47;
damodar;tritiya;G;2024-11-04;21:12;5:47;
damodar;chaturti;G;2024-11-05;21:35;5:48;
damodar;panchami;G;2024-11-06;21:28;5:48;
damodar;shashthi;G;2024-11-07;20:52;5:49;
damodar;saptami;G;2024-11-08;19:49;5:50;
damodar;ashtami;G;2024-11-09;18:22;5:50;
damodar;navami;G;2024-11-10;16:35;5:51;
damodar;dashami;G;2024-11-11;14:32;5:52;
damodar;ekadashi;G;2024-11-12;12:18;5:52;
damodar;dvadashi;G;2024-11-13;9:57;5:53;16:51
damodar;trayodashi;G;2024-11-14;7:35;5:54;
damodar;chaturdashi;G;2024-11-15;5:15;5:54;
damodar;purnima;G;2024-11-16;3:04;5:55;
keshava;pratipad;K;2024-11-17;1:05;5:56;
keshava;dvitiya;K;2024-11-17;23:23;5:56;
keshava;tritiya;K;2024-11-18;22:04;5:57;
keshava;chaturti;K;2024-11-19;21:08;5:57;
keshava;panchami;K;2024-11-20;20:40;5:58;
keshava;shashthi;K;2024-11-21;20:45;5:59;
keshava;saptami;K;2024-11-22;21:20;6:00;
keshava;ashtami;K;2024-11-23;22:26;6:01;
keshava;navami;K;2024-11-24;23:58;6:01;
keshava;dashami;K;2024-11-26;1:50;6:03;
keshava;ekadashi;K;2024-11-27;3:56;6:03;
keshava;dvadashi;K;2024-11-28;6:02;6:04;
keshava;trayodashi;K;2024-11-29;8:08;6:04;16:47
keshava;chaturdashi;K;2024-11-30;9:54;6:05;
keshava;amavasya;K;2024-12-01;11:17;6:05;
keshava;pratipad;G;2024-12-02;12:12;6:06;
keshava;dvitiya;G;2024-12-03;12:35;6:07;
keshava;tritiya;G;2024-12-04;12:28;6:07;
keshava;chaturti;G;2024-12-05;11:51;6:08;
keshava;panchami;G;2024-12-06;10:47;6:09;
keshava;shashthi;G;2024-12-07;9:20;6:09;
keshava;saptami;G;2024-12-08;7:33;6:10;
keshava;ashtami;G;2024-12-09;5:30;6:11;
keshava;navami;G;2024-12-10;3:17;6:11;
keshava;dashami;G;2024-12-11;0:58;6:12;
keshava;ekadashi;G;2024-12-11;22:37;6:12;16:50
keshava;dvadashi;G;2024-12-12;20:20;6:13;
keshava;trayodashi;G;2024-12-13;18:11;6:13;
keshava;chaturdashi;G;2024-12-14;16:15;6:14;
keshava;purnima;G;2024-12-15;14:36;6:15;
narayan;pratipad;K;2024-12-16;13:19;6:16;
narayan;dvitiya;K;2024-12-17;12:27;6:16;
narayan;tritiya;K;2024-12-18;12:04;6:17;
narayan;chaturti;K;2024-12-19;12:11;6:18;
narayan;panchami;K;2024-12-20;12:49;6:18;
narayan;shashthi;K;2024-12-21;13:58;6:19;
narayan;saptami;K;2024-12-22;15:34;6:20;
narayan;ashtami;K;2024-12-23;17:29;6:21;
narayan;navami;K;2024-12-24;19:37;6:21;
narayan;dashami;K;2024-12-25;21:47;6:22;
narayan;ekadashi;K;2024-12-26;23:49;6:22;16:55
narayan;dvadashi;K;2024-12-28;1:34;6:22;
narayan;trayodashi;K;2024-12-29;2:55;6:22;
narayan;chaturdashi;K;2024-12-30;3:48;6:23;
narayan;amavasya;K;2024-12-31;4:10;6:23;
narayan;pratipad;G;2025-01-01;4:01;6:23;
narayan;dvitiya;G;2025-01-02;3:22;6:23;
narayan;tritiya;G;2025-01-03;2:17;6:24;
narayan;chaturti;G;2025-01-04;0:48;6:24;
narayan;panchami;G;2025-01-04;22:59;6:24;
narayan;shashthi;G;2025-01-05;20:56;6:24;
narayan;saptami;G;2025-01-06;18:43;6:24;
narayan;ashtami;G;2025-01-07;16:23;6:24;
narayan;navami;G;2025-01-08;14:02;6:25;
narayan;dashami;G;2025-01-09;11:46;6:25;
narayan;ekadashi;G;2025-01-10;9:38;6:25;17:05
narayan;dvadashi;G;2025-01-11;7:44;6:25;17:06
narayan;trayodashi;G;2025-01-12;6:06;6:25;
narayan;chaturdashi;G;2025-01-13;4:52;6:25;
narayan;purnima;G;2025-01-14;4:03;6:26;
madhava;pratipad;K;2025-01-15;3:42;6:26;
madhava;dvitiya;K;2025-01-16;3:52;6:26;
madhava;tritiya;K;2025-01-17;4:33;6:26;
madhava;chaturti;K;2025-01-18;5:45;6:26;
madhava;panchami;K;2025-01-19;7:21;6:26;
madhava;shashthi;K;2025-01-20;9:17;6:26;
madhava;saptami;K;2025-01-21;11:25;6:26;
madhava;ashtami;K;2025-01-22;13:34;6:26;
madhava;navami;K;2025-01-23;15:34;6:26;
madhava;dashami;K;2025-01-24;15:17;6:25;
madhava;ekadashi;K;2025-01-25;18:35;6:25;
madhava;dvadashi;K;2025-01-26;19:25;6:25;17:16
madhava;trayodashi;K;2025-01-27;19:44;6:24;
madhava;chaturdashi;K;2025-01-28;19:31;6:24;
madhava;amavasya;K;2025-01-29;18:50;6:24;
madhava;pratipad;G;2025-01-30;17:41;6:23;
madhava;dvitiya;G;2025-01-31;16:09;6:23;
madhava;tritiya;G;2025-02-01;14:19;6:22;
madhava;chaturti;G;2025-02-02;12:14;6:22;
madhava;panchami;G;2025-02-03;9:59;6:22;
madhava;shashthi;G;2025-02-04;7:38;6:21;
madhava;saptami;G;2025-02-05;5:17;6:21;
madhava;ashtami;G;2025-02-06;2:59;6:20;
madhava;navami;G;2025-02-07;0:51;6:20;
madhava;dashami;G;2025-02-07;22:57;6:20;
madhava;ekadashi;G;2025-02-08;21:20;6:19;
madhava;dvadashi;G;2025-02-09;20:06;6:19;17:25
madhava;trayodashi;G;2025-02-10;19:18;6:18;
madhava;chaturdashi;G;2025-02-11;18:58;6:18;
madhava;purnima;G;2025-02-12;19:09;6:17;
govinda;pratipad;K;2025-02-13;19:52;6:16;
govinda;dvitiya;K;2025-02-14;21:04;6:16;
govinda;tritiya;K;2025-02-15;22:40;6:15;
govinda;chaturti;K;2025-02-17;0:37;6:14;
govinda;panchami;K;2025-02-18;2:44;6:13;
govinda;shashthi;K;2025-02-19;4:52;6:13;
govinda;saptami;K;2025-02-20;6:49;6:12;
govinda;ashtami;K;2025-02-21;8:28;6:11;
govinda;navami;K;2025-02-22;9:43;6:10;
govinda;dashami;K;2025-02-23;10:29;6:10;
govinda;ekadashi;K;2025-02-24;10:44;6:09;17:44
govinda;dvadashi;K;2025-02-25;10:28;6:08;
govinda;trayodashi;K;2025-02-26;9:42;6:07;
govinda;chaturdashi;K;2025-02-27;8:31;6:06;
govinda;amavasya;K;2025-02-28;6:56;6:05;
govinda;pratipad;G;2025-03-01;5:04;6:05;
govinda;dvitiya;G;2025-03-02;2:57;6:04;
govinda;tritiya;G;2025-03-03;0:40;6:04;
govinda;chaturti;G;2025-03-03;22:17;6:03;
govinda;panchami;G;2025-03-04;19:55;6:02;
govinda;shashthi;G;2025-03-05;17:36;6:01;
govinda;saptami;G;2025-03-06;15:27;6:00;
govinda;ashtami;G;2025-03-07;13:32;5:59;
govinda;navami;G;2025-03-08;11:54;5:58;
govinda;dashami;G;2025-03-09;10:39;5:57;
govinda;ekadashi;G;2025-03-10;9:50;5:56;
govinda;dvadashi;G;2025-03-11;9:31;5:55;17:40
govinda;trayodashi;G;2025-03-12;9:41;5:54;
govinda;chaturdashi;G;2025-03-13;10:24;5:53;
govinda;purnima;G;2025-03-14;11:35;5:52;
vishnu;pratipad;K;2025-03-15;13:11;5:52;
vishnu;dvitiya;K;2025-03-16;15:06;5:51;
vishnu;tritiya;K;2025-03-17;17:11;5:50;
vishnu;chaturti;K;2025-03-18;19:17;5:49;
vishnu;panchami;K;2025-03-19;21:13;5:48;
vishnu;shashthi;K;2025-03-20;22:49;5:47;
vishnu;saptami;K;2025-03-22;0:01;5:45;
vishnu;ashtami;K;2025-03-23;0:43;5:44;
vishnu;navami;K;2025-03-24;0:55;5:44;
vishnu;dashami;K;2025-03-25;0:36;5:43;
vishnu;ekadashi;K;2025-03-25;23:47;5:42;17:46
vishnu;dvadashi;K;2025-03-26;22:33;5:41;
vishnu;trayodashi;K;2025-03-27;20:56;5:40;
vishnu;chaturdashi;K;2025-03-28;19:01;5:39;
vishnu;amavasya;K;2025-03-29;16:51;5:38;
vishnu;pratipad;G;2025-03-30;14:32;5:37;
vishnu;dvitiya;G;2025-03-31;12:08;5:36;
vishnu;tritiya;G;2025-04-01;9:43;5:35;
vishnu;chaturti;G;2025-04-02;7:23;5:34;
vishnu;panchami;G;2025-04-03;5:15;5:33;
vishnu;shashthi;G;2025-04-04;3:18;5:32;
vishnu;saptami;G;2025-04-05;1:39;5:31;
vishnu;ashtami;G;2025-04-06;0:23;5:30;
vishnu;navami;G;2025-04-06;23:32;5:30;
vishnu;dashami;G;2025-04-07;23:11;5:29;
vishnu;ekadashi;G;2025-04-08;23:20;5:28;
vishnu;dvadashi;G;2025-04-09;23:49;5:27;17:52
vishnu;trayodashi;G;2025-04-11;1:10;5:25;17:53
vishnu;chaturdashi;G;2025-04-12;2:44;5:24;
vishnu;purnima;G;2025-04-13;4:37;5:23;
madhusudan;pratipad;K;2025-04-14;6:39;5:22;
